MEV_ID,Estrategia,Archivo_generado,Detector_ID,Contrato_economico,Min_legs_fuente,Max_legs_fuente,Hops_repo,Hops_busqueda,Fuentes_cubiertas_sin_recorte_de_hops,Operadores_primarios,Operadores_secundarios,Pesos,Compilacion_Rhai,Estado_integracion,Ecuacion_original,Referencia_fuente
MEV-01-011,AMM–RFQ arbitrage,generated/cartridges/strategies/mev_01_011_amm_rfq_arbitrage.rhai,R_ORDERBOOK,firm_pair,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[8, 10, 11, 23]","[13, 16, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Π(q)=Proceeds_bid(q)-Cost_ask(q)-taker_fees(q)-settlement_cost(q)-hedge_cost(q). Prices must be VWAP/depth-aware, not top-of-book only.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A12:AA12"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A12:AB12"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A312:AJ342""}"
MEV-01-012,RFQ–RFQ arbitrage,generated/cartridges/strategies/mev_01_012_rfq_rfq_arbitrage.rhai,R_ORDERBOOK,firm_pair,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[8, 10, 11, 23]","[13, 16, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"Π(q)=Proceeds_bid(q)-Cost_ask(q)-taker_fees(q)-settlement_cost(q)-hedge_cost(q). Prices must be VWAP/depth-aware, not top-of-book only.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A13:AA13"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A13:AB13"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A343:AJ373""}"
MEV-01-013,Aggregator–DEX arbitrage,generated/cartridges/strategies/mev_01_013_aggregator_dex_arbitrage.rhai,R_CLOSED_CYCLE,closed_route,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[15, 16, 21, 27]","[1, 22, 26, 30]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,Q_R(x)=q_n(...q_2(q_1(x))); Π_R(x)=Q_R(x)-x-C_R(x). Opportunity iff max_x Π_R(x)>0. Marginal prefilter: Σ_e[-ln((1-fee_e)·rate_e)]<0.,"{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A14:AA14"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A14:AB14"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A374:AJ404""}"
MEV-01-014,Router–pool arbitrage,generated/cartridges/strategies/mev_01_014_router_pool_arbitrage.rhai,R_CLOSED_CYCLE,closed_route,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[15, 16, 21, 27]","[1, 22, 26, 30]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,Q_R(x)=q_n(...q_2(q_1(x))); Π_R(x)=Q_R(x)-x-C_R(x). Opportunity iff max_x Π_R(x)>0. Marginal prefilter: Σ_e[-ln((1-fee_e)·rate_e)]<0.,"{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A15:AA15"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A15:AB15"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A405:AJ435""}"
MEV-01-015,Two-leg arbitrage,generated/cartridges/strategies/mev_01_015_two_leg_arbitrage.rhai,R_CLOSED_CYCLE,closed_route,2,2,[2],[2],True,"[15, 16, 21, 27]","[1, 22, 26, 30]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,Q_R(x)=q_n(...q_2(q_1(x))); Π_R(x)=Q_R(x)-x-C_R(x). Opportunity iff max_x Π_R(x)>0. Marginal prefilter: Σ_e[-ln((1-fee_e)·rate_e)]<0.,"{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A16:AA16"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A16:AB16"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A436:AJ466""}"
MEV-01-016,Triangular arbitrage,generated/cartridges/strategies/mev_01_016_triangular_arbitrage.rhai,R_CLOSED_CYCLE,closed_route,3,3,[3],[3],True,"[15, 16, 21, 27]","[1, 22, 26, 30]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,Q_R(x)=q_n(...q_2(q_1(x))); Π_R(x)=Q_R(x)-x-C_R(x). Opportunity iff max_x Π_R(x)>0. Marginal prefilter: Σ_e[-ln((1-fee_e)·rate_e)]<0.,"{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A17:AA17"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A17:AB17"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A467:AJ497""}"
MEV-01-017,Quadrangular arbitrage,generated/cartridges/strategies/mev_01_017_quadrangular_arbitrage.rhai,R_CLOSED_CYCLE,closed_route,4,4,[4],[4],True,"[15, 16, 21, 27]","[1, 22, 26, 30]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,Q_R(x)=q_n(...q_2(q_1(x))); Π_R(x)=Q_R(x)-x-C_R(x). Opportunity iff max_x Π_R(x)>0. Marginal prefilter: Σ_e[-ln((1-fee_e)·rate_e)]<0.,"{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A18:AA18"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A18:AB18"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A498:AJ528""}"
MEV-01-018,N-leg cyclic arbitrage,generated/cartridges/strategies/mev_01_018_n_leg_cyclic_arbitrage.rhai,R_CLOSED_CYCLE,closed_route,3,16,"[3, 4, 5, 6, 7]","[3, 4, 5, 6, 7]",False,"[15, 16, 21, 27]","[1, 22, 26, 30]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,Q_R(x)=q_n(...q_2(q_1(x))); Π_R(x)=Q_R(x)-x-C_R(x). Opportunity iff max_x Π_R(x)>0. Marginal prefilter: Σ_e[-ln((1-fee_e)·rate_e)]<0.,"{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A19:AA19"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A19:AB19"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A529:AJ559""}"
MEV-01-019,Multi-hop arbitrage,generated/cartridges/strategies/mev_01_019_multi_hop_arbitrage.rhai,R_CLOSED_CYCLE,closed_route,3,16,"[3, 4, 5, 6, 7]","[3, 4, 5, 6, 7]",False,"[15, 16, 21, 27]","[1, 22, 26, 30]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,Q_R(x)=q_n(...q_2(q_1(x))); Π_R(x)=Q_R(x)-x-C_R(x). Opportunity iff max_x Π_R(x)>0. Marginal prefilter: Σ_e[-ln((1-fee_e)·rate_e)]<0.,"{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A20:AA20"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A20:AB20"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A560:AJ590""}"
MEV-01-020,Multi-DEX cyclic arbitrage,generated/cartridges/strategies/mev_01_020_multi_dex_cyclic_arbitrage.rhai,R_CLOSED_CYCLE,closed_route,3,16,"[3, 4, 5, 6, 7]","[3, 4, 5, 6, 7]",False,"[15, 16, 21, 27]","[1, 22, 26, 30]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,Q_R(x)=q_n(...q_2(q_1(x))); Π_R(x)=Q_R(x)-x-C_R(x). Opportunity iff max_x Π_R(x)>0. Marginal prefilter: Σ_e[-ln((1-fee_e)·rate_e)]<0.,"{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A21:AA21"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A21:AB21"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A591:AJ621""}"
MEV-01-021,Intra-DEX cyclic arbitrage,generated/cartridges/strategies/mev_01_021_intra_dex_cyclic_arbitrage.rhai,R_CLOSED_CYCLE,closed_route,3,16,"[3, 4, 5, 6, 7]","[3, 4, 5, 6, 7]",False,"[15, 16, 21, 27]","[1, 22, 26, 30]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,Q_R(x)=q_n(...q_2(q_1(x))); Π_R(x)=Q_R(x)-x-C_R(x). Opportunity iff max_x Π_R(x)>0. Marginal prefilter: Σ_e[-ln((1-fee_e)·rate_e)]<0.,"{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A22:AA22"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A22:AB22"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A622:AJ652""}"
MEV-01-022,Non-cyclic inventory arbitrage,generated/cartridges/strategies/mev_01_022_non_cyclic_inventory_arbitrage.rhai,R_CLOSED_CYCLE,closed_route,3,16,"[3, 4, 5, 6, 7]","[3, 4, 5, 6, 7]",False,"[15, 16, 21, 27]","[1, 22, 26, 30]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,Q_R(x)=q_n(...q_2(q_1(x))); Π_R(x)=Q_R(x)-x-C_R(x). Opportunity iff max_x Π_R(x)>0. Marginal prefilter: Σ_e[-ln((1-fee_e)·rate_e)]<0.,"{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A23:AA23"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A23:AB23"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A653:AJ683""}"
MEV-01-023,Path inconsistency arbitrage,generated/cartridges/strategies/mev_01_023_path_inconsistency_arbitrage.rhai,R_DIRECT_INDIRECT,path_comparison,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[15, 21, 27]","[1, 20, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,Δ(x)=Q_indirect(x)-Q_direct(x)-C_incremental(x); evaluate both executable paths at identical input/state; opportunity iff max_x Δ(x)>0.,"{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A24:AA24"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A24:AB24"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A684:AJ714""}"
MEV-01-024,Direct-vs-indirect-route arbitrage,generated/cartridges/strategies/mev_01_024_direct_vs_indirect_route_arbitrage.rhai,R_DIRECT_INDIRECT,path_comparison,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[15, 21, 27]","[1, 20, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,Δ(x)=Q_indirect(x)-Q_direct(x)-C_incremental(x); evaluate both executable paths at identical input/state; opportunity iff max_x Δ(x)>0.,"{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A25:AA25"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A25:AB25"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A715:AJ745""}"
MEV-01-025,Split-route arbitrage,generated/cartridges/strategies/mev_01_025_split_route_arbitrage.rhai,R_SPLIT,split_allocation,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[15, 19, 20]","[21, 22, 27]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"maximize Σ_j Q_j(x_j)-C(x_1..x_m), subject to Σ_j x_j=x and x_j≥0; compare optimum against best unsplit route.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A26:AA26"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A26:AB26"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A746:AJ776""}"
MEV-01-026,Parallel-route arbitrage,generated/cartridges/strategies/mev_01_026_parallel_route_arbitrage.rhai,R_SPLIT,split_allocation,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[15, 19, 20]","[21, 22, 27]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"maximize Σ_j Q_j(x_j)-C(x_1..x_m), subject to Σ_j x_j=x and x_j≥0; compare optimum against best unsplit route.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A27:AA27"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A27:AB27"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A777:AJ807""}"
MEV-01-027,Basket arbitrage,generated/cartridges/strategies/mev_01_027_basket_arbitrage.rhai,R_BASKET_NAV,redemption,3,16,"[3, 4, 5, 6, 7]","[3, 4, 5, 6, 7]",False,"[13, 19, 21]","[8, 11, 16, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,NAV=Σ_i w_i·V_i (or exact redemption outputs). Π=ExecutableRedeemOrMintValue-BasketAcquisitionCost-all_costs. Emit only if mint/redeem or firm unwind exists.,"{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A28:AA28"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A28:AB28"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A808:AJ838""}"
MEV-01-028,Index arbitrage,generated/cartridges/strategies/mev_01_028_index_arbitrage.rhai,R_BASKET_NAV,redemption,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[13, 19, 21]","[8, 11, 16, 22]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,NAV=Σ_i w_i·V_i (or exact redemption outputs). Π=ExecutableRedeemOrMintValue-BasketAcquisitionCost-all_costs. Emit only if mint/redeem or firm unwind exists.,"{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A29:AA29"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A29:AB29"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A839:AJ869""}"
MEV-01-029,Ring arbitrage,generated/cartridges/strategies/mev_01_029_ring_arbitrage.rhai,R_CLOSED_CYCLE,closed_route,3,16,"[3, 4, 5, 6, 7]","[3, 4, 5, 6, 7]",False,"[15, 16, 21, 27]","[1, 22, 26, 30]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,Q_R(x)=q_n(...q_2(q_1(x))); Π_R(x)=Q_R(x)-x-C_R(x). Opportunity iff max_x Π_R(x)>0. Marginal prefilter: Σ_e[-ln((1-fee_e)·rate_e)]<0.,"{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A30:AA30"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A30:AB30"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A870:AJ900""}"
MEV-01-030,Coincidence-of-Wants arbitrage,generated/cartridges/strategies/mev_01_030_coincidence_of_wants_arbitrage.rhai,R_COW,constrained_settlement,2,8,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6, 7]",False,"[19, 24, 27, 29]","[20, 22, 23]",UNCALIBRATED,NOT_RUN,STAGED_NOT_WIRED,"maximize total executable trader surplus subject to limit prices, token conservation and settlement constraints; compare internal matching vs external liquidity.","{""catalog"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!01_MEV_MATRIX_1_11!A31:AA31"", ""math"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!02_CARTRIDGE_MATH_MAP!A31:AB31"", ""master"": ""ArbitrageX_Master_264x31_LIVE_First(2).xlsx!07_MASTER_264x31!A901:AJ931""}"
